week,segment,rank,channel,title,rating
2026-10,지상파,1,KBS2,사랑을 처방해 드립니다,16.5
2026-10,지상파,2,KBS1,마리와 별난 아빠들,11.4
2026-10,지상파,3,KBS2,붉은 진주,8.8
2026-10,지상파,4,MBC,첫 번째 남자,5.5
2026-10,지상파,5,SBS,오늘부터 인간입니다만,3.7
2026-10,지상파,7,SBS,신이랑 법률사무소 개업식,1.4
2026-10,종합편성,1,JTBC,미혼남녀의 효율적 만남,3.2
2026-10,케이블,1,tvN,언더커버 미쓰홍,11.2
2026-10,케이블,2,tvN,유 퀴즈 온 더 블럭,4.9
2026-10,케이블,3,ENA,아너 : 그녀들의 법정,4.3
2026-10,케이블,4,tvN,보검 매직컬,3.8
2026-10,케이블,5,tvN,벌거벗은 세계사,2.9
2026-10,케이블,6,tvN,놀라운 토요일,2.5
2026-10,케이블,8,YTN,뉴스와이드 1부,2.4
2026-10,케이블,9,tvN STORY,이호선 상담소,2.1
2026-10,케이블,10,YTN,뉴스와이드 5부,2.1
2026-10,케이블,11,연합뉴스TV,명품리포트 맥,2.0
